('﻿ilkid', 'firstname', 'lastname', year, 'team', gp, minutes, pts, dreb, oreb, reb, asts, stl, blk, turnover),
('PADDIGE01 ', 'Gerald', 'Paddio', 1992, 'SEA', 9, 30, 14, 2, 1, 3, 4, 2, 1, 2),
('PARISRO01 ', 'Robert', 'Parish', 1992, 'BOS', 4, 146, 68, 25, 13, 38, 5, 1, 6, 6),
('PAXSOJO01 ', 'John', 'Paxson', 1992, 'CHI', 19, 331, 93, 14, 5, 19, 32, 6, 1, 4),
('PAYTOGA01 ', 'Gary', 'Payton', 1992, 'SEA', 19, 605, 234, 41, 22, 63, 70, 34, 3, 34),
('PERDUWI01 ', 'Will', 'Perdue', 1992, 'CHI', 13, 101, 25, 15, 15, 30, 5, 1, 2, 8),
('PERKISA01 ', 'Sam', 'Perkins', 1992, 'SEA', 19, 626, 274, 100, 33, 133, 37, 19, 25, 21),
('PETRODR01 ', 'Drazen', 'Petrovic', 1992, 'NJN', 5, 193, 78, 7, 2, 9, 9, 2, 0, 22),
('PHILLBO01 ', 'Bobby', 'Phills', 1992, 'CLE', 2, 9, 4, 0, 0, 0, 0, 0, 0, 1),
('PIERCRI01 ', 'Ricky', 'Pierce', 1992, 'SEA', 19, 578, 337, 29, 17, 46, 42, 12, 4, 28),
('PIPPESC01 ', 'Scottie', 'Pippen', 1992, 'CHI', 19, 789, 381, 95, 37, 132, 107, 41, 13, 71),
('PORTETE01 ', 'Terry', 'Porter', 1992, 'POR', 4, 152, 66, 16, 4, 20, 8, 4, 0, 6),
('PRICEMA01 ', 'Mark', 'Price', 1992, 'CLE', 9, 288, 117, 18, 1, 19, 55, 15, 0, 33),
('REIDJR01  ', 'J.r.', 'Reid', 1992, 'SAS', 10, 220, 85, 34, 16, 50, 15, 8, 8, 13),
('RICHAPO01 ', 'Pooh', 'Richardson', 1992, 'IND', 4, 95, 17, 10, 1, 11, 23, 2, 0, 6),
('RIVERDO01 ', 'Doc', 'Rivers', 1992, 'NYK', 15, 458, 153, 33, 6, 39, 86, 29, 1, 30),
('ROBERST01 ', 'Stanley', 'Roberts', 1992, 'LAC', 5, 149, 57, 24, 17, 41, 1, 3, 3, 10),
('ROBINCL02 ', 'Clifford R. ', 'Robinson', 1992, 'POR', 4, 131, 41, 7, 10, 17, 6, 6, 7, 8),
('ROBINDA01 ', 'David', 'Robinson', 1992, 'SAS', 10, 421, 231, 97, 29, 126, 40, 10, 36, 25),
('ROBINRU01 ', 'Rumeal', 'Robinson', 1992, 'NJN', 5, 136, 49, 8, 4, 12, 35, 5, 0, 20),
('ROLLITR01 ', 'Tree', 'Rollins', 1992, 'HOU', 6, 16, 0, 3, 1, 4, 0, 2, 0, 0),
('SANDEMI01 ', 'Mike', 'Sanders', 1992, 'CLE', 8, 145, 46, 10, 8, 18, 10, 8, 1, 3),
('SCHEFST01 ', 'Steve', 'Scheffler', 1992, 'SEA', 9, 22, 14, 4, 6, 10, 1, 2, 0, 0),
('SCHINDU01 ', 'Duane', 'Schintzius', 1992, 'NJN', 5, 106, 29, 19, 6, 25, 4, 1, 6, 3),
('SCHREDE01 ', 'Detlef', 'Schrempf', 1992, 'IND', 4, 165, 78, 20, 3, 23, 29, 1, 2, 17),
('SCOTTBY01 ', 'Byron', 'Scott', 1992, 'LAL', 5, 177, 68, 11, 0, 11, 9, 5, 0, 4),
('SEALYMA01 ', 'Malik', 'Sealy', 1992, 'IND', 3, 18, 2, 0, 2, 2, 0, 0, 0, 1),
('SMITHCH01 ', 'Charles', 'Smith', 1992, 'NYK', 15, 388, 167, 33, 27, 60, 20, 9, 14, 29),
('SMITHKE01 ', 'Kenny', 'Smith', 1992, 'HOU', 12, 391, 177, 22, 2, 24, 50, 9, 1, 26),
('SMITHLA01 ', 'Larry', 'Smith', 1992, 'SAS', 6, 50, 7, 8, 8, 16, 1, 4, 2, 1),
('SMITHTO01 ', 'Tony', 'Smith', 1992, 'LAL', 5, 73, 34, 3, 5, 8, 2, 1, 1, 3),
('SMITSRI01 ', 'Rik', 'Smits', 1992, 'IND', 4, 143, 90, 19, 13, 32, 7, 5, 4, 8),
('SPENCEL01 ', 'Elmore', 'Spencer', 1992, 'LAC', 2, 4, 0, 0, 1, 1, 0, 0, 0, 0),
('STARKJO01 ', 'John', 'Starks', 1992, 'NYK', 15, 575, 247, 48, 4, 52, 96, 15, 3, 55),
('STOCKJO01 ', 'John', 'Stockton', 1992, 'UTA', 5, 193, 66, 7, 5, 12, 55, 12, 0, 15),
('STRICRO01 ', 'Rod', 'Strickland', 1992, 'POR', 4, 156, 54, 17, 9, 26, 37, 5, 2, 7),
('TEAGLTE01 ', 'Terry', 'Teagle', 1992, 'HOU', 5, 12, 4, 0, 0, 0, 0, 0, 0, 3),
('THOMPLA01 ', 'Lasalle', 'Thompson', 1992, 'IND', 4, 73, 15, 7, 7, 14, 3, 3, 2, 4),
('THORPOT01 ', 'Otis', 'Thorpe', 1992, 'HOU', 12, 419, 174, 67, 36, 103, 31, 6, 1, 17),
('THREASE01 ', 'Sedale', 'Threatt', 1992, 'LAL', 5, 205, 90, 14, 3, 17, 40, 13, 1, 12),
('TUCKETR01 ', 'Trent', 'Tucker', 1992, 'CHI', 19, 208, 53, 13, 4, 17, 19, 7, 0, 7),
('VANDEKI01 ', 'Kiki', 'Vandeweghe', 1992, 'LAC', 1, 9, 4, 0, 0, 0, 1, 1, 0, 1),
('VAUGHLO01 ', 'Loy', 'Vaught', 1992, 'LAC', 3, 50, 16, 14, 4, 18, 0, 4, 1, 3),
('WALKEDA01 ', 'Darrell', 'Walker', 1992, 'CHI', 9, 22, 4, 1, 0, 1, 5, 0, 0, 1),
('WESTMA01  ', 'Mark', 'West', 1992, 'PHO', 24, 469, 114, 63, 36, 99, 11, 4, 33, 17),
('WILKIDO01 ', 'Dominique', 'Wilkins', 1992, 'ATL', 3, 113, 90, 4, 12, 16, 9, 3, 1, 10),
('WILKIGE01 ', 'Gerald', 'Wilkins', 1992, 'CLE', 9, 236, 93, 10, 6, 16, 24, 9, 2, 11),
('WILLIBU01 ', 'Buck', 'Williams', 1992, 'POR', 4, 119, 35, 17, 12, 29, 1, 1, 3, 6),
('WILLIHE01 ', 'Herb', 'Williams', 1992, 'NYK', 7, 69, 14, 9, 5, 14, 2, 1, 4, 2),
('WILLIHO01 ', 'Hotrod', 'Williams', 1992, 'CLE', 9, 237, 81, 29, 12, 41, 17, 5, 14, 11),
('WILLIJO01 ', 'John', 'Williams', 1992, 'LAC', 5, 98, 11, 9, 5, 14, 7, 5, 0, 6),
('WILLIKE01 ', 'Kevin', 'Willis', 1992, 'ATL', 3, 103, 50, 13, 13, 26, 3, 2, 0, 7),
('WILLIKE03 ', 'Kenny', 'Williams', 1992, 'IND', 2, 11, 2, 0, 0, 0, 2, 0, 2, 1),
('WILLILO01 ', 'Lorenzo', 'Williams', 1992, 'BOS', 1, 3, 2, 0, 1, 1, 0, 0, 0, 0),
('WILLISC01 ', 'Scott', 'Williams', 1992, 'CHI', 19, 395, 104, 71, 40, 111, 26, 7, 17, 24),
('WINGADA01 ', 'David', 'Wingate', 1992, 'CHA', 9, 117, 19, 8, 4, 12, 15, 4, 1, 1),
('WOLFJO01  ', 'Joe', 'Wolf', 1992, 'POR', 2, 20, 2, 2, 2, 4, 0, 0, 1, 0),
('WORTHJA01 ', 'James', 'Worthy', 1992, 'LAL', 5, 148, 69, 10, 7, 17, 13, 5, 0, 7),
('ABDULMA01 ', 'Mahmo', 'Abdul-rauf', 1993, 'DEN', 12, 339, 155, 15, 3, 18, 30, 5, 1, 14),
('AINGEDA01 ', 'Danny', 'Ainge', 1993, 'PHO', 10, 230, 86, 16, 7, 23, 21, 6, 1, 5),
('ANDERKE02 ', 'Kenny', 'Anderson', 1993, 'NJN', 4, 181, 63, 10, 2, 12, 27, 9, 0, 9),
('ANDERNI01 ', 'Nick', 'Anderson', 1993, 'ORL', 3, 120, 43, 8, 2, 10, 10, 5, 2, 5),
('ANDERWI01 ', 'Willie', 'Anderson', 1993, 'SAS', 4, 106, 33, 5, 3, 8, 12, 5, 2, 4),
('ANTHOGR01 ', 'Greg', 'Anthony', 1993, 'NYK', 25, 436, 122, 18, 9, 27, 59, 19, 8, 31),
('ARMSTBJ01 ', 'B.j.', 'Armstrong', 1993, 'CHI', 10, 360, 153, 22, 2, 24, 25, 8, 0, 9),
('ASKEWVI01 ', 'Vincent', 'Askew', 1993, 'SEA', 5, 95, 36, 4, 2, 6, 9, 2, 0, 2),
('ASKINKE01 ', 'Keith', 'Askins', 1993, 'MIA', 1, 6, 0, 0, 1, 1, 0, 0, 0, 2),
('AUGMOST01 ', 'Stacey', 'Augmon', 1993, 'ATL', 11, 324, 119, 16, 13, 29, 28, 7, 2, 15),
('AVENTAN01 ', 'Anthony', 'Avent', 1993, 'ORL', 2, 40, 19, 3, 8, 11, 1, 0, 0, 1),
('BARKLCH01 ', 'Charles', 'Barkley', 1993, 'PHO', 10, 425, 276, 96, 34, 130, 48, 25, 9, 27),
('BATTLJO01 ', 'John', 'Battle', 1993, 'CLE', 1, 8, 3, 0, 0, 0, 2, 0, 0, 0),
('BENJABE01 ', 'Benoit', 'Benjamin', 1993, 'NJN', 4, 108, 21, 16, 5, 21, 1, 2, 8, 5),
('BENOIDA01 ', 'David', 'Benoit', 1993, 'UTA', 16, 357, 115, 44, 23, 67, 10, 7, 11, 16),
('BLACKRO01 ', 'Rolando', 'Blackman', 1993, 'NYK', 6, 34, 8, 2, 1, 3, 3, 0, 0, 1),
('BLAYLMO01 ', 'Mookie', 'Blaylock', 1993, 'ATL', 11, 415, 143, 39, 16, 55, 98, 24, 5, 32),
('BONDWA01  ', 'Walter', 'Bond', 1993, 'UTA', 4, 13, 1, 1, 0, 1, 0, 1, 0, 0),
('BONNEAN01 ', 'Anthony', 'Bonner', 1993, 'NYK', 13, 118, 27, 13, 15, 28, 2, 5, 0, 13),
('BOWIEAN01 ', 'Anthony', 'Bowie', 1993, 'ORL', 2, 13, 0, 0, 0, 0, 0, 0, 0, 0),
('BRANDTE01 ', 'Terrell', 'Brandon', 1993, 'CLE', 3, 56, 26, 3, 1, 4, 5, 1, 0, 1),
('BROOKKE01 ', 'Kevin', 'Brooks', 1993, 'DEN', 2, 5, 5, 1, 1, 2, 0, 0, 0, 0),
('BROOKSC01 ', 'Scott', 'Brooks', 1993, 'HOU', 5, 23, 11, 1, 1, 2, 3, 0, 0, 0),
('BROWNPJ01 ', 'P.J.', 'Brown', 1993, 'NJN', 4, 56, 12, 4, 4, 8, 3, 0, 2, 3),
('BRYANMA01 ', 'Mark', 'Bryant', 1993, 'POR', 4, 64, 10, 6, 6, 12, 2, 2, 2, 3),
('BULLAMA01 ', 'Matt', 'Bullard', 1993, 'HOU', 10, 55, 16, 8, 2, 10, 0, 1, 2, 0),
('BURTOWI01 ', 'Willie', 'Burton', 1993, 'MIA', 2, 11, 2, 0, 0, 0, 0, 0, 0, 1),
('CAGEMI01  ', 'Michael', 'Cage', 1993, 'SEA', 5, 93, 14, 17, 10, 27, 4, 4, 5, 3),
('CARRAN01  ', 'Antoine', 'Carr', 1993, 'SAS', 3, 37, 18, 0, 1, 1, 3, 1, 2, 0),
('CARTWBI01 ', 'Bill', 'Cartwright', 1993, 'CHI', 9, 189, 41, 25, 19, 44, 11, 3, 2, 6),
('CASSESA01 ', 'Sam', 'Cassell', 1993, 'HOU', 22, 478, 207, 40, 19, 59, 93, 21, 5, 47),
('CEBALCE01 ', 'Cedric', 'Ceballos', 1993, 'PHO', 10, 212, 101, 28, 16, 44, 8, 8, 2, 11),
('CHAMBTO01 ', 'Tom', 'Chambers', 1993, 'UTA', 16, 325, 93, 29, 16, 45, 12, 5, 9, 8),
('COLEMDE01 ', 'Derrick', 'Coleman', 1993, 'NJN', 4, 173, 98, 38, 19, 57, 10, 2, 5, 18),
('COLESBI01 ', 'Bimbo', 'Coles', 1993, 'MIA', 5, 140, 69, 12, 2, 14, 17, 7, 1, 11),
('CONNELE01 ', 'Lester', 'Conner', 1993, 'IND', 6, 22, 6, 3, 1, 4, 0, 1, 0, 0),
('CORBITY01 ', 'Tyrone', 'Corbin', 1993, 'UTA', 16, 413, 100, 54, 25, 79, 15, 21, 3, 11),
('CROTTJO01 ', 'John', 'Crotty', 1993, 'UTA', 8, 38, 12, 3, 0, 3, 9, 1, 0, 1),
('CUMMITE01 ', 'Terry', 'Cummings', 1993, 'SAS', 4, 72, 32, 15, 10, 25, 2, 5, 3, 4),
('CURETEA01 ', 'Earl', 'Cureton', 1993, 'HOU', 10, 100, 18, 23, 6, 29, 2, 1, 2, 3),
('DANIELL01 ', 'Lloyd', 'Daniels', 1993, 'SAS', 4, 66, 22, 7, 2, 9, 3, 0, 1, 2),
('DAVISAN01 ', 'Antonio', 'Davis', 1993, 'IND', 16, 401, 134, 69, 37, 106, 7, 11, 18, 22),
('DAVISDA01 ', 'Dale', 'Davis', 1993, 'IND', 16, 578, 123, 96, 63, 159, 11, 18, 17, 30),
('DAVISHU01 ', 'Hubert', 'Davis', 1993, 'NYK', 23, 396, 121, 16, 5, 21, 26, 5, 3, 23),
('DELEBI01  ', 'Bison', 'Dele', 1993, 'DEN', 12, 289, 111, 56, 33, 89, 11, 4, 11, 17),
('DELNEVI01 ', 'Vinny', 'Del Negro', 1993, 'SAS', 4, 93, 29, 6, 1, 7, 18, 1, 0, 6),
('DREXLCL01 ', 'Clyde', 'Drexler', 1993, 'POR', 4, 157, 84, 31, 10, 41, 22, 8, 2, 9),
('DUDLECH02 ', 'Chris', 'Dudley', 1993, 'POR', 4, 81, 9, 10, 5, 15, 0, 6, 0, 1),
('EDWARDO01 ', 'Doug', 'Edwards', 1993, 'ATL', 1, 3, 0, 0, 0, 0, 0, 0, 1, 0),
('EDWARKE01 ', 'Kevin', 'Edwards', 1993, 'NJN', 4, 148, 49, 8, 8, 16, 9, 5, 1, 9),
('EHLOCR01  ', 'Craig', 'Ehlo', 1993, 'ATL', 11, 317, 125, 19, 11, 30, 40, 11, 0, 13),
('ELIEMA01  ', 'Mario', 'Elie', 1993, 'HOU', 23, 382, 134, 31, 9, 40, 38, 8, 3, 21),
('ELLISDA01 ', 'Dale', 'Ellis', 1993, 'SAS', 4, 114, 42, 7, 3, 10, 1, 3, 0, 4),
('ELLISLA01 ', 'Laphonso', 'Ellis', 1993, 'DEN', 12, 436, 177, 70, 27, 97, 26, 9, 11, 19),
('ENGLIJO01 ', 'Jojo', 'English', 1993, 'CHI', 7, 58, 14, 2, 1, 3, 2, 1, 1, 1),
('EWINGPA01 ', 'Patrick', 'Ewing', 1993, 'NYK', 25, 1032, 547, 205, 88, 293, 65, 32, 76, 83),
('FERREDU01 ', 'Duane', 'Ferrell', 1993, 'ATL', 11, 187, 78, 9, 22, 31, 17, 5, 3, 5),
('FERRYDA01 ', 'Danny', 'Ferry', 1993, 'CLE', 1, 4, 0, 0, 0, 0, 1, 0, 0, 1),
('FLEMIVE01 ', 'Vern', 'Fleming', 1993, 'IND', 16, 247, 95, 9, 12, 21, 38, 10, 1, 22),
('FLOYDSL01 ', 'Sleepy', 'Floyd', 1993, 'SAS', 4, 37, 6, 1, 0, 1, 1, 0, 0, 4),
('GAINECO01 ', 'Corey', 'Gaines', 1993, 'NYK', 4, 28, 0, 2, 0, 2, 2, 0, 0, 0),
('GATLICH01 ', 'Chris', 'Gatling', 1993, 'GSW', 3, 54, 26, 10, 7, 17, 4, 2, 1, 2),
('GEIGEMA01 ', 'Matt', 'Geiger', 1993, 'MIA', 2, 11, 1, 4, 0, 4, 0, 0, 0, 0),
('GILLIAR01 ', 'Armen', 'Gilliam', 1993, 'NJN', 4, 112, 42, 24, 1, 25, 1, 2, 7, 3),
('GILLKE01  ', 'Kendall', 'Gill', 1993, 'SEA', 5, 153, 67, 17, 7, 24, 10, 6, 1, 6),
('GRAHAPA01 ', 'Paul', 'Graham', 1993, 'ATL', 1, 2, 2, 0, 0, 0, 0, 0, 0, 0),
('GRANTHA01 ', 'Harvey', 'Grant', 1993, 'POR', 4, 76, 34, 4, 5, 9, 3, 1, 2, 1),
('GRANTHO01 ', 'Horace', 'Grant', 1993, 'CHI', 10, 393, 162, 44, 30, 74, 26, 10, 18, 10),
('GRANTJO01 ', 'Josh', 'Grant', 1993, 'GSW', 1, 1, 0, 0, 0, 0, 0, 0, 0, 0),
('GRAYEJE01 ', 'Jeff', 'Grayer', 1993, 'GSW', 3, 46, 24, 5, 1, 6, 1, 1, 1, 2),
('GREENAC01 ', 'A.c.', 'Green', 1993, 'PHO', 10, 350, 125, 55, 29, 84, 13, 10, 2, 7),
('HALEYJA01 ', 'Jack', 'Haley', 1993, 'SAS', 3, 11, 13, 4, 3, 7, 2, 0, 0, 0),
('HAMMOTO01 ', 'Tom', 'Hammonds', 1993, 'DEN', 8, 49, 9, 8, 5, 13, 2, 0, 0, 1),
('HARDAAN01 ', 'Anfernee', 'Hardaway', 1993, 'ORL', 3, 133, 56, 12, 8, 20, 21, 5, 6, 20),
('HARPEDE01 ', 'Derek', 'Harper', 1993, 'NYK', 23, 750, 263, 41, 13, 54, 103, 42, 1, 41),
('HENRYSK01 ', 'Skeeter', 'Henry', 1993, 'PHO', 3, 16, 2, 2, 1, 3, 3, 0, 0, 1),
('HERRECA01 ', 'Carl', 'Herrera', 1993, 'HOU', 16, 248, 75, 31, 14, 45, 3, 5, 3, 7),
('HIGGIRO01 ', 'Rod', 'Higgins', 1993, 'CLE', 3, 57, 11, 2, 2, 4, 4, 1, 1, 3),
('HILLTY01  ', 'Tyrone', 'Hill', 1993, 'CLE', 3, 123, 42, 17, 14, 31, 4, 1, 1, 8),
('HORNAJE01 ', 'Jeff', 'Hornacek', 1993, 'UTA', 16, 558, 247, 28, 11, 39, 64, 24, 6, 28),
('HORRYRO01 ', 'Robert', 'Horry', 1993, 'HOU', 23, 778, 269, 101, 40, 141, 82, 35, 20, 27),
('HOUSTBY01 ', 'Byron', 'Houston', 1993, 'GSW', 3, 46, 15, 3, 2, 5, 3, 1, 2, 0),
('HOWARST01 ', 'Stephen', 'Howard', 1993, 'UTA', 10, 27, 14, 7, 3, 10, 0, 0, 0, 2),
('HUMPHJA01 ', 'Jay', 'Humphries', 1993, 'UTA', 16, 356, 118, 29, 8, 37, 39, 13, 2, 16),
('JACKSJA01 ', 'Jaren', 'Jackson', 1993, 'POR', 1, 1, 0, 0, 0, 0, 0, 0, 0, 0),
('JENNIKE01 ', 'Keith', 'Jennings', 1993, 'GSW', 3, 39, 15, 4, 1, 5, 4, 1, 0, 4),
('JENTCH01  ', 'Chris', 'Jent', 1993, 'HOU', 11, 62, 13, 8, 1, 9, 7, 2, 0, 3),
('JOHNSAV01 ', 'Avery', 'Johnson', 1993, 'GSW', 3, 41, 18, 3, 0, 3, 10, 4, 1, 3),
('JOHNSER01 ', 'Ervin', 'Johnson', 1993, 'SEA', 2, 8, 0, 4, 0, 4, 0, 0, 0, 1),
('JOHNSFR01 ', 'Frank', 'Johnson', 1993, 'PHO', 7, 46, 3, 2, 2, 4, 5, 2, 0, 3),
('JOHNSKE01 ', 'Kevin', 'Johnson', 1993, 'PHO', 10, 427, 266, 25, 10, 35, 96, 10, 1, 34),
('KEEFEAD01 ', 'Adam', 'Keefe', 1993, 'ATL', 7, 62, 16, 10, 3, 13, 2, 1, 1, 4),
('KEMPSH01  ', 'Shawn', 'Kemp', 1993, 'SEA', 5, 206, 74, 29, 20, 49, 17, 10, 12, 14),
('KEMPTTI01 ', 'Tim', 'Kempton', 1993, 'CLE', 3, 89, 26, 6, 10, 16, 8, 3, 0, 4),
('KERRST01  ', 'Steve', 'Kerr', 1993, 'CHI', 10, 186, 35, 12, 2, 14, 10, 7, 0, 1),
('KERSEJE01 ', 'Jerome', 'Kersey', 1993, 'POR', 3, 38, 11, 4, 5, 9, 0, 1, 1, 0),
('KINGCH01  ', 'Chris', 'King', 1993, 'SEA', 2, 7, 0, 0, 0, 0, 0, 1, 0, 0),
('KLEINJO01 ', 'Joe', 'Kleine', 1993, 'PHO', 8, 81, 28, 12, 5, 17, 3, 1, 4, 2),
('KNIGHNE01 ', 'Negele', 'Knight', 1993, 'SAS', 4, 108, 37, 3, 3, 6, 12, 3, 0, 7),
('KONCAJO01 ', 'Jon', 'Koncak', 1993, 'ATL', 11, 195, 58, 25, 5, 30, 13, 6, 12, 6),
('KRYSTLA01 ', 'Larry', 'Krystkowiak', 1993, 'ORL', 3, 92, 18, 18, 7, 25, 9, 3, 2, 2),
('KUKOCTO01 ', 'Toni', 'Kukoc', 1993, 'CHI', 10, 194, 93, 29, 11, 40, 36, 5, 3, 17),
('LANGAN01  ', 'Andrew', 'Lang', 1993, 'ATL', 11, 234, 75, 32, 15, 47, 5, 6, 20, 15),
('LONGGR01  ', 'Grant', 'Long', 1993, 'MIA', 4, 110, 49, 8, 10, 18, 7, 3, 2, 10),
('LONGLLU01 ', 'Luc', 'Longley', 1993, 'CHI', 10, 170, 63, 32, 13, 45, 18, 6, 8, 21),
('MAHORRI01 ', 'Rick', 'Mahorn', 1993, 'NJN', 3, 19, 0, 3, 1, 4, 0, 0, 1, 1),
('MAJERDA01 ', 'Dan', 'Majerle', 1993, 'PHO', 10, 410, 123, 28, 15, 43, 24, 11, 4, 10),
('MALONKA01 ', 'Karl', 'Malone', 1993, 'UTA', 16, 703, 434, 146, 52, 198, 54, 23, 13, 34),
('MANNIDA01 ', 'Danny', 'Manning', 1993, 'ATL', 11, 426, 220, 49, 28, 77, 37, 15, 9, 26),
('MASONAN01 ', 'Anthony', 'Mason', 1993, 'NYK', 25, 660, 189, 93, 53, 146, 46, 15, 5, 36),
('MAXWEVE01 ', 'Vernon', 'Maxwell', 1993, 'HOU', 23, 880, 318, 69, 12, 81, 96, 20, 2, 49),
('MCKEYDE01 ', 'Derrick', 'McKey', 1993, 'IND', 16, 587, 155, 66, 32, 98, 67, 26, 9, 40),
('MCMILNA01 ', 'Nate', 'McMillan', 1993, 'SEA', 5, 109, 21, 10, 6, 16, 10, 6, 1, 5),
('MEEDA01   ', 'Darnell', 'Mee', 1993, 'DEN', 3, 30, 7, 2, 0, 2, 2, 3, 0, 3),
('MILLEOL01 ', 'Oliver', 'Miller', 1993, 'PHO', 10, 146, 35, 30, 14, 44, 13, 6, 12, 13),
('MILLERE01 ', 'Reggie', 'Miller', 1993, 'IND', 16, 576, 371, 37, 11, 48, 46, 21, 4, 32),
('MILLSCH01 ', 'Chris', 'Mills', 1993, 'CLE', 3, 112, 51, 13, 10, 23, 8, 7, 1, 5),
('MINERHA01 ', 'Harold', 'Miner', 1993, 'MIA', 4, 57, 32, 5, 3, 8, 2, 1, 0, 2),
('MITCHSA01 ', 'Sam', 'Mitchell', 1993, 'IND', 15, 99, 21, 12, 5, 17, 5, 2, 2, 4),
('MORRICH01 ', 'Chris', 'Morris', 1993, 'NJN', 4, 98, 37, 11, 11, 22, 7, 5, 5, 6),
('MULLICH01 ', 'Chris', 'Mullin', 1993, 'GSW', 3, 135, 76, 10, 4, 14, 11, 0, 5, 7),
('MURRATR01 ', 'Tracy', 'Murray', 1993, 'POR', 2, 11, 6, 0, 3, 3, 1, 1, 0, 0),
('MUTOMDI01 ', 'Dikembe', 'Mutombo', 1993, 'DEN', 12, 511, 159, 104, 40, 144, 21, 8, 69, 30),
('MYERSPE01 ', 'Pete', 'Myers', 1993, 'CHI', 10, 235, 70, 9, 10, 19, 28, 8, 4, 17),
('NEWMAJO01 ', 'Johnny', 'Newman', 1993, 'NJN', 4, 54, 12, 3, 2, 5, 2, 2, 2, 3),
('OAKLECH01 ', 'Charles', 'Oakley', 1993, 'NYK', 25, 992, 329, 176, 116, 292, 59, 35, 5, 65),
('OLAJUHA01 ', 'Hakeem', 'Olajuwon', 1993, 'HOU', 23, 989, 664, 199, 55, 254, 98, 40, 92, 83),
('ONEASH01  ', 'Shaquille', 'O'neal', 1993, 'ORL', 3, 126, 62, 23, 17, 40, 7, 2, 9, 10),
('OWENSBI01 ', 'Billy', 'Owens', 1993, 'GSW', 3, 127, 59, 18, 12, 30, 13, 4, 2, 7),
('PACKRO01  ', 'Robert', 'Pack', 1993, 'DEN', 12, 332, 141, 23, 5, 28, 51, 18, 6, 46),
('PAXSOJO01 ', 'John', 'Paxson', 1993, 'CHI', 9, 58, 6, 1, 0, 1, 5, 2, 0, 0),
('PAYTOGA01 ', 'Gary', 'Payton', 1993, 'SEA', 5, 181, 79, 11, 6, 17, 28, 8, 2, 8),
('PERKISA01 ', 'Sam', 'Perkins', 1993, 'SEA', 5, 141, 49, 30, 6, 36, 4, 4, 2, 6),
('PERRYEL01 ', 'Elliot', 'Perry', 1993, 'PHO', 4, 13, 2, 0, 0, 0, 1, 1, 0, 1),
('PHILLBO01 ', 'Bobby', 'Phills', 1993, 'CLE', 3, 68, 20, 9, 5, 14, 7, 2, 0, 5),
('PIERCRI01 ', 'Ricky', 'Pierce', 1993, 'SEA', 5, 74, 40, 1, 4, 5, 3, 1, 0, 9),
('PIPPESC01 ', 'Scottie', 'Pippen', 1993, 'CHI', 10, 384, 228, 66, 17, 83, 46, 24, 7, 37),
('PORTETE01 ', 'Terry', 'Porter', 1993, 'POR', 4, 76, 41, 11, 1, 12, 9, 4, 0, 2),
('PRICEMA01 ', 'Mark', 'Price', 1993, 'CLE', 3, 102, 45, 5, 1, 6, 14, 4, 0, 9),
('RANDAMA01 ', 'Mark', 'Randall', 1993, 'DEN', 2, 6, 0, 4, 1, 5, 0, 0, 1, 1),
('REIDJR01  ', 'J.r.', 'Reid', 1993, 'SAS', 4, 56, 15, 9, 3, 12, 3, 1, 2, 1),
('RICEGL01  ', 'Glen', 'Rice', 1993, 'MIA', 5, 195, 65, 30, 6, 36, 10, 11, 2, 14),
('ROBINCL02 ', 'Clifford R. ', 'Robinson', 1993, 'POR', 4, 149, 65, 14, 11, 25, 10, 3, 6, 11),
('ROBINDA01 ', 'David', 'Robinson', 1993, 'SAS', 4, 146, 80, 27, 13, 40, 14, 3, 10, 9),
('ROBINJA03 ', 'James', 'Robinson', 1993, 'POR', 4, 28, 10, 1, 2, 3, 6, 1, 1, 0),
('RODMADE01 ', 'Dennis', 'Rodman', 1993, 'SAS', 3, 114, 25, 24, 24, 48, 2, 6, 4, 6),
('ROGERRO01 ', 'Rodney', 'Rogers', 1993, 'DEN', 12, 190, 61, 13, 8, 21, 16, 7, 6, 8),
('ROLLITR01 ', 'Tree', 'Rollins', 1993, 'ORL', 3, 29, 4, 0, 3, 3, 0, 1, 1, 0),
('ROYALDO01 ', 'Donald', 'Royal', 1993, 'ORL', 3, 45, 21, 3, 1, 4, 5, 1, 0, 2),
('RUSSEBR01 ', 'Bryon', 'Russell', 1993, 'UTA', 6, 36, 16, 5, 4, 9, 3, 0, 0, 1),
('SALLEJO01 ', 'John', 'Salley', 1993, 'MIA', 5, 201, 55, 24, 16, 40, 8, 2, 5, 6),
('SCHEFST01 ', 'Steve', 'Scheffler', 1993, 'SEA', 1, 9, 5, 0, 0, 0, 3, 0, 0, 1),
('SCHREDE01 ', 'Detlef', 'Schrempf', 1993, 'SEA', 5, 174, 93, 19, 8, 27, 10, 1, 3, 8),
('SCOTTBY01 ', 'Byron', 'Scott', 1993, 'IND', 16, 239, 125, 23, 10, 33, 20, 12, 2, 25),
('SCOTTDE01 ', 'Dennis', 'Scott', 1993, 'ORL', 3, 99, 43, 5, 1, 6, 3, 2, 3, 8),
('SEIKARO01 ', 'Rony', 'Seikaly', 1993, 'MIA', 5, 165, 41, 28, 19, 47, 8, 4, 7, 11),
('SHAWBR01  ', 'Brian', 'Shaw', 1993, 'MIA', 5, 112, 39, 17, 3, 20, 9, 4, 1, 13),
